,Date,Text,Likes,Retweets
549,2018-03-22 22:38:51,"Go Vote for me on this online game, its just publicity I dont win anything but during the election we need the name out there
https://www.facebook.com/joejschreibvogel/posts/935545513280919 …",0,0
550,2018-03-22 15:36:05,"Protect every farmer and meat producer in Oklahoma, Vote Joe Exotic for Governor and another bill restricting your rights will never be signed.pic.twitter.com/C87Cmm4f0c",6,0
551,2018-03-22 15:27:41,"They are having this fun contest with this online newspaper, Go vote for me as even though its funny its still publicity 
https://www.thelostogle.com/2018/03/22/ogle-madness-xi-south-region-sweet-sixteen/#more-78051 …https://www.thelostogle.com/2018/03/22/ogle-madness-xi-south-region-sweet-sixteen/#more-78051 …",4,2
552,2018-03-22 15:25:43,"Its voting time at the Lost Ogle, Go vote for me pleasehttps://www.thelostogle.com/2018/03/22/ogle-madness-xi-south-region-sweet-sixteen/#more-78051 …",0,0
553,2018-03-22 02:59:52,Happy birthday hunpic.twitter.com/G1X3UOk5NJ,16,1
554,2018-03-21 23:06:46,Spent the day with tons of teachers. I get their pointpic.twitter.com/Yxz3XXYSG4,21,1
555,2018-03-21 21:27:34,"Go like my page and let's change politics
https://www.facebook.com/Josephmaldonadoforgovernor/?ref=br_rs …",0,0
556,2018-03-21 15:13:37,The beauty can only be admired by pure lovepic.twitter.com/ozFiBSSsFH,26,1
557,2018-03-21 01:21:35,SAY IT LOUDER JOE https://twitter.com/joe_exotic/status/976240746935279617 …,10,1
558,2018-03-21 00:51:34,#fixthisshit campaign has startedpic.twitter.com/ArOWf9Zb7Z,9,0
559,2018-03-20 23:35:06,"Another School Shooting.
Problem is, it is a fad now not a gun problem.
If the news would never cover another one I bet it would stop.",12,2
560,2018-03-20 23:24:51,"Got a new phone today it wont let you do anything without giving permission for all this shit to access your data etc. Tell me these fuckers are not tracking and spying on us. 50 million profiles from facebook used against our knowledge, #fixthisshit",19,0
561,2018-03-20 23:09:27,"Awesome news story, Thank you @KXIITVhttp://www.kxii.com/content/news/Joe-Exotic-to-hold-gun-safety-class-477333193.html …",1,0
562,2018-03-20 22:59:22,Your next governorpic.twitter.com/AEifZ63sC8,46,6
563,2018-03-20 21:29:29,"Sasha- Where do you see this State going this election?
Charlie Brown- Nowhere your fucking foot is over my eyes.
Sasha- Exactly...pic.twitter.com/jSmdqivFH7",19,1
564,2018-03-20 17:08:16,"Come on guys go vote, you cannot let a sex offender win this one!https://www.thelostogle.com/2018/03/20/ogle-madness-xi-south-region-second-round/#more-77957 …",6,1
565,2018-03-20 17:06:28,FREE GUN SAFETY CLASS:http://www.kxii.com/content/news/Joe-Exotic-to-hold-gun-safety-class-477333193.html …,5,1
566,2018-03-19 23:54:53,http://oklahomawatch.org/2014/06/29/oklahoma-superintendent-salaries/ …https://twitter.com/nedhorsecheese/status/975882071204868096 …,1,0
567,2018-03-19 23:36:13,"Why does a school Superintendent make $250,000.00 a year and the Governor $127,000.00 and a teacher makes around $31,000.00 a year and buys their own supplies? 
Because we have people that cannot run a budget.....",109,26
568,2018-03-19 20:09:55,"FREE GUN SAFETY CLASS This Saturday at the Greater Wynnewood Exotic Animal Park at 1pm
Learn how to safely use, clean and the do's and don't about the gun you have purchased We promote your rights to bear arms and we promote gun safety.
Sponsored by: Discount Guns in Pauls Valley",19,6
569,2018-03-19 13:22:02,Not sure I can wait till June for a pickle slushy.,19,7
570,2018-03-18 23:30:26,"Now this is funny shit 
https://www.thelostogle.com/2018/03/15/ogle-madness-xi-south-region-lower-bracket/ … @TheLostOgle",0,0
571,2018-03-18 23:26:32,Oklahoma you got to come see me for spring break at the zoo. 50% off tickets just show this tweet at the gatepic.twitter.com/k0cA1s92cn,22,4
572,2018-03-18 23:21:55,Thanks for the advice https://twitter.com/griffith_clete/status/975507746765377536 …,1,0
573,2018-03-18 22:38:06,Talk about violating your 1st amendment rightspic.twitter.com/hjSCLNdGXs,9,0
574,2018-03-18 22:35:12,Do you want a classy yard sign or boring political one?pic.twitter.com/FwfJHtEnij,45,14
575,2018-03-18 21:24:25,When you see Oklahoma Politics through our eyespic.twitter.com/1Asx3abqpW,11,2
576,2018-03-18 18:45:08,"Whenever any form of government becomes destructive of individual liberty, it is the right of the people to alter or to abolish it, and to agree to such new governance as to them shall seem most likely to protect their liberty.",9,4
577,2018-03-18 17:55:38,"Explaining how to get your rights back and how to vote smart for 2018.
Over 30 thousand people this week alone. Just think what we are going to do in the next 8 months.pic.twitter.com/qX5Q5GHchu",9,0
578,2018-03-18 15:39:36,"This is the man right here to help me get education on track, This is my Secretary of Education pick.https://twitter.com/580DrBeckham/status/975365254283702272 …",1,0
579,2018-03-18 01:59:56,#votejoeexotichttps://twitter.com/joe_exotic/status/975189691405357057 …,11,3
580,2018-03-18 01:58:35,Make Oklahoma Exotic againpic.twitter.com/ttdQnuYgWt,38,18
581,2018-03-17 19:36:54,What a campaign day. Keep spreading the word we will win thispic.twitter.com/BgUSEV7hRO,5,0
582,2018-03-17 15:23:25,Share to all of your friends that we must get you registered to vote for me by March 31st or we are all screwed. Private message me for a free packet and once they send you your voter card I will send you a FREE hat. Let's Change the course of Oklahomapic.twitter.com/V3KYKOkLO8,15,8
583,2018-03-17 05:35:33,Yephttps://twitter.com/johnson_brandp/status/974852739384709120 …,2,0
584,2018-03-17 02:27:27,Seen on i35 today. Yes we are out here for you the people for a changepic.twitter.com/o95mmhMFff,20,0
585,2018-03-16 03:41:34,#votejoeexotic for Oklahoma Governor.  Need to message me for a free packet asap deadline March 31pic.twitter.com/rLeo5GuW5L,8,1
586,2018-03-16 03:41:17,#votejoeexotic for Oklahoma Governor.  Need to message me for a free packet asap deadline March 31pic.twitter.com/8OtWcXVYKp,7,1
587,2018-03-16 03:41:00,#votejoeexotic for Oklahoma Governor.  Need to message me for a free packet asap deadline March 31pic.twitter.com/QljiYRTuHT,1,0
588,2018-03-16 03:40:51,#votejoeexotic for Oklahoma Governor.  Need to message me for a free packet asap deadline March 31pic.twitter.com/CovLIGcGlu,1,0
589,2018-03-16 03:40:48,#votejoeexotic for Oklahoma Governor.  Need to message me for a free packet asap deadline March 31pic.twitter.com/CvaUbGonKN,3,0
590,2018-03-16 03:28:33,Love you thankshttps://twitter.com/SandCowboy70/status/974441096481792001 …,1,0
591,2018-03-16 01:42:55,Campaigned to over 1000 people todaypic.twitter.com/evvMWn88mX,15,0
592,2018-03-15 15:06:13,TIME IS RUNNING OUT. Private me for a packet and when you get your voter card I will send you a FREE HATpic.twitter.com/B0N1RyfUMg,25,5
593,2018-03-15 00:53:49,"Notice,
I have 840 pounds of Dog Food to donate to a shelter if you come get it, and you need to bring your own containers. DM me if you are interested",16,4
594,2018-03-15 00:31:37,"How to debate a politician 
https://www.facebook.com/joejschreibvogel/videos/931338303701640/ … https://fb.me/4CoQXnhFC ",0,0
595,2018-03-15 00:31:35,"How to debate a politician 
https://www.facebook.com/joejschreibvogel/videos/931338303701640/ … https://fb.me/1Xsgzzk5L ",1,0
596,2018-03-15 00:31:35,"How to debate a politician 
https://www.facebook.com/joejschreibvogel/videos/931338303701640/ … https://fb.me/2NXsyvzZp ",0,0
597,2018-03-15 00:30:06,"How you talk Politics to a Camel
https://www.facebook.com/joejschreibvogel/videos/930818623753608/ … https://fb.me/9p8nfMtnP ",0,0
598,2018-03-15 00:30:05,"How you talk Politics to a Camel
https://www.facebook.com/joejschreibvogel/videos/930818623753608/ … https://fb.me/1qiEhFWvA ",0,0
599,2018-03-15 00:30:04,"How you talk Politics to a Camel
https://www.facebook.com/joejschreibvogel/videos/930818623753608/ … https://fb.me/5t8gZYQSE ",0,0
600,2018-03-14 15:09:46,Lol they are needing money to fight SQ788pic.twitter.com/PJ7RTGD4XE,3,0
601,2018-03-14 13:55:29,Governor Message #16 Bullshit and Politics https://www.facebook.com/joejschreibvogel/videos/930818623753608/ …,2,0
602,2018-03-14 13:51:19,"Govern Messge #16 Bullshit and Poltics
https://www.facebook.com/joejschreibvogel/videos/930818623753608/ … https://fb.me/GPfYyxu6 ",2,0
603,2018-03-14 13:51:18,"Govern Messge #16 Bullshit and Poltics
https://www.facebook.com/joejschreibvogel/videos/930818623753608/ … https://fb.me/9CUfGPH4l ",1,0
604,2018-03-14 13:51:17,"Govern Messge #16 Bullshit and Poltics
https://www.facebook.com/joejschreibvogel/videos/930818623753608/ … https://fb.me/11oynuUlC ",1,0
605,2018-03-13 22:28:26,"What does a dying child wish for? What makes them smile? And the activist and politicians call this abuse? Of what? Depriving a terminally ill child their last dream or a baby tiger laying in their lap?
Our law makers should be ashamed of themselves you get free Hlth Care she dntpic.twitter.com/NTgRIiNnsT",22,1
606,2018-03-13 02:11:42, for everyone and joe for gov.,2,1
607,2018-03-12 23:11:28,Voters stopped by to meet n play with the animals.  My honor meeting you todaypic.twitter.com/M9JkToQwpA,12,0
608,2018-03-12 17:21:05,LOOK!!!! The hats are in for everyone who registered as a Libertarian so if you did Direct Message me with a pic of your voter card they sent you and get a free hat. If you need to register send me your address and I will take care of youpic.twitter.com/ZYmaVWfQFo,12,3
609,2018-03-12 15:29:19,(#fixthisshit Joe Exotic  4 Governor ) Hats will be in this Friday and they are bad ass hats. DM me a snap shot... https://fb.me/J11HCqhN ,1,0
610,2018-03-12 15:28:13,(#fixthisshit Joe Exotic  4 Governor ) Hats will be in this Friday and they are bad ass hats. DM me a snap shot of your Libertarian voter card and you will get a free hat. If you don't have one shoot me your address and lets get you one.,3,0
611,2018-03-12 00:30:02,"I want to thank everyone who has registered to vote and the ones still to do it. From the bottom of my heart I know we can fix the problems in Oklahoma, and remember when we win you will still be a major part in the decisions I make because its your voice, your choice",13,1
612,2018-03-11 22:57:52,"This should show you how I can work to save this State money just like saving campaign money. Instead of taking money out of the economy for Campaigning and spending millions, Let them come to you and kill two birds with one stone. The crowds are amazingpic.twitter.com/hz2nBCpY3E",4,0
613,2018-03-11 15:32:04,I think you will see this election people are tired of the politicians in officehttps://twitter.com/EliteSkeptiC/status/972857007605678080 …,3,0
614,2018-03-11 15:26:07,"Good Morning everyone, if you can't smile and laugh with a sense of humor your heart is very cold, smile folks, Oklahoma is about to change.pic.twitter.com/2njiBHT9Ds",27,4
615,2018-03-11 03:07:01,When it's time to just say goodnightpic.twitter.com/jdczBGGQ10,20,2
616,2018-03-11 01:15:27,#votejoeexotic and keep your rightspic.twitter.com/zlNahAFqwp,14,4
617,2018-03-11 00:30:04,"Great show today, Great People and awesome support for Governor. There is nothing wrong with sparkly cloths vs a suit don't ya think, at least its my real cloths and not a frontpic.twitter.com/bx1eD1v9PB",15,3
618,2018-03-11 00:19:52,A full day of registering new voters.pic.twitter.com/WyqgUWTCsP,1,0
619,2018-03-11 00:19:42,A full day of registering new voters.pic.twitter.com/VMaWJmjccG,1,0
620,2018-03-11 00:19:26,A full day of registering new voters.pic.twitter.com/3xsIDjZmsR,0,0
621,2018-03-11 00:19:10,A full day of registering new voters.pic.twitter.com/RUekdla0x2,6,0
622,2018-03-11 00:19:10,A full day of registering new voters.pic.twitter.com/u5gMqu3iKv,1,0
623,2018-03-11 00:18:58,A full day of registering new voters.pic.twitter.com/bARmfAWELV,3,0
624,2018-03-11 00:17:55,But I made good on it right?https://twitter.com/kiawnf/status/972594612085850117 …,2,1
625,2018-03-10 15:50:54,Vote this June like you mean for a change. DM me for a voter packetpic.twitter.com/HT0lTnZK1b,3,0
626,2018-03-10 04:50:11,"Check out the Greater Wynnewood Exotic Animal Park this spring break, meet me, vote Joe exotic. Message me for a free voter packet. #votepic.twitter.com/XLlM58LJ0H",11,2
627,2018-03-10 00:46:14,"Currently writing about @joe_exotic and his journey to the Governor's mansion. If you don't know Joe, you should. http://joeexoticforgovernor.com ",2,1
628,2018-03-09 18:02:56,Shows you they are worried to hear from the working people that pay the bills https://twitter.com/the_t_allen/status/972170351559020546 …,0,0
629,2018-03-09 17:46:09,Kay County Sheriff is violating the State Ethics Rules opposing SQ788. I call for his resignation of office or to be removed from office and let's start holding them to the law just like they would you. https://www.facebook.com/kaycountysheriff/posts/1690622817698800 …,5,2
630,2018-03-09 17:39:10,"They are scare to debate me and for you to have a voice. Once again I am not invited to attend the forum so lets get registered as a Libertarian and win this in June, send me your address for a packetpic.twitter.com/x3fvoCYuwG",3,1
631,2018-03-09 14:46:37,"Good Morning everyone, be sure and get me a DM with your address so I can get you registered. This is my new maid for the mansion.pic.twitter.com/XSnOrnGVTU",10,1
632,2018-03-09 02:59:48,"How are we going to know how to vote if our candidates only force feed us pre-approved party propaganda? I’m feeling pretty ashamed of the direction the Libertarian party is going in. They give us Gary Johnson for popularity, now they exclude candidates?",4,2
633,2018-03-09 02:40:21,Some debate they sent them the questions last week. I like debates where the public get to ask so your put on the spothttps://twitter.com/DixonDoogie/status/971926166117511168 …,0,0
634,2018-03-09 00:13:33,"Governor Video Message #15
Let's say what the people really want to hear not what you want to make them think they want to hear. Rigged Politics it really is rigged. #votejoeexotic and private me or comment if you want a packet.
https://www.facebook.com/joejschreibvogel/videos/927860837382720/ …",3,0
635,2018-03-09 00:09:55,"Governor Video Message #15
Let's say what the people really want to hear not what you want to make them think... https://fb.me/15oRkOef0 ",2,0
636,2018-03-09 00:09:53,"Governor Video Message #15
Let's say what the people really want to hear not what you want to make them think... https://fb.me/1eG9K8mjt ",2,0
637,2018-03-09 00:09:52,"Governor Video Message #15
Let's say what the people really want to hear not what you want to make them think... https://fb.me/8xlDTGzii ",2,0
638,2018-03-08 19:33:52,"Tulsa World calls them the 4 horses in a long shot race, LMAOhttp://www.tulsaworld.com/news/elections/gubernatorial-field-takes-shots-at-favorites/article_55d30eab-dbef-58c1-ad11-3a9807c435a0.html …",0,0
639,2018-03-08 18:27:04,#Truthhttps://twitter.com/joe_exotic/status/971767262481977345 …,2,1
640,2018-03-08 15:59:31,"I SUPPORT THIS TEACHER STRIKE!!!!!
If this is what it takes to get the politicians to pull their heads out of...https://fb.me/7A8KxZBWZ ",2,0
641,2018-03-08 15:19:04,Why would anyone NOT support this teacher strike. Do it wake them up and make them spend your tax dollars the right way instead of like it is their slush fund.,51,10
642,2018-03-08 14:01:15,"Good Morning to you all. The only way we are going to keep you from being lied to is to get your friends, family and neighbors registered to #votejoeexotic We have less then 20 days to get them registered.pic.twitter.com/iPNK0RfzUH",6,3
643,2018-03-08 02:39:46,Some way we willhttps://twitter.com/RealScottyTalk/status/971575966207234049 …,1,0
644,2018-03-08 02:39:19,We must get you registered by March 31 to vote for me. They have changed the deadline to March 31 so DM me for a packet,6,2
645,2018-03-08 02:35:00,I wish. This is the second one Joe was not invited to because Joe tells them how it is instead of broken promiseshttps://twitter.com/RealScottyTalk/status/971574583244607489 …,1,1
646,2018-03-08 02:31:55,Thank you. In fact I was working with the USDA and Oklahoma Fish and wildlife trying to solve real problems.https://twitter.com/scissortail405/status/971573273946357761 …,3,1
647,2018-03-08 02:22:15,Funny how politicians talk shit when the don't invite you to a debate or form.http://www.tulsaworld.com/news/elections/gubernatorial-field-takes-shots-at-favorites/article_55d30eab-dbef-58c1-ad11-3a9807c435a0.html …,4,0
648,2018-03-06 19:29:28,pic.twitter.com/2mCUVBvi5E,18,1
649,2018-03-06 15:45:29,If your in college in Oklahoma would you like to have the choice to live on or off campus your first year to find cheaper rent?,35,2
650,2018-03-06 15:14:58,The system and out of control parents have taken away the ability to discipline your own kids so when they become killers and such they want to take away everyone's rights.,14,0
651,2018-03-06 14:49:24,"Need more parents like this.
http://www.kxxv.com/story/37655380/dad-punishes-bully-son-by-making-him-run-to-school#.Wp6gT92NH5c.facebook …",1,0
652,2018-03-06 03:14:23,We need to teach love not division of differencepic.twitter.com/i4455WtFMZ,23,3
653,2018-03-06 03:09:51,How do you feel about this. http://www.lifenews.com/2018/02/27/oregon-legislature-passes-bill-to-allow-starving-mentally-ill-patients-to-death/ …,2,0
654,2018-03-05 22:43:16,"Starting Tuesday March 13th at 7pm, Live chat, live talk, I want you the people to have a voice this election.pic.twitter.com/qgTMLDbZKV",5,2
655,2018-03-05 22:18:37,"June 1 is the deadline to register to vote, gang if you have not send me a DM so I can send you a packet of stuff so we can win the primary and get SQ788 passed. This is important to you and this State",17,4
656,2018-03-05 04:07:25,Oklahoma judge gave 8 sex offenders probation and your loved one is in jail for pot! #fixthisshit #votejoeexotic,56,23
657,2018-03-05 00:07:19,The Second Amendment gives citizens the right to bear arms.,1,0
658,2018-03-05 00:02:36,"The Eighth Amendment prohibits excessive bail, excessive fines, and cruel and unusual punishments.",9,3
659,2018-03-04 21:57:49,"The voting Libertarians of 2018 Spent the day helping their new to be Governor of Oklahoma, Thanks guys from the Pi-Kappa-Alpha Fraternity of Norman Oklahoma. This is what Oklahoma is suppose to be, helping each otherpic.twitter.com/qYnwa3m73Q",43,12
660,2018-03-04 15:37:12,"Love ya all, Now let's make Oklahoma an awesome State Thanks for cominghttps://twitter.com/RileyyWebberr/status/970193628541923328 …",6,0
661,2018-03-04 15:36:18,It was awesome Thanks so much for coming https://twitter.com/DylanRobins777/status/970157313142284288 …,2,0
662,2018-03-03 14:56:14,"Governor Message #14 Gun Control
https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/9w3mdtErh ",0,0
663,2018-03-03 14:56:13,"Governor Message #14 Gun Control
https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/9iwt1uyY0 ",0,0
664,2018-03-03 14:56:12,"Governor Message #14 Gun Control
https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/7F5otjhhJ ",0,0
665,2018-03-03 01:01:14,"Gun Control? Shit this stuff is only 5.85 at the gun shop, watch thishttps://www.youtube.com/watch?v=X5urOJT_8ck …",0,0
666,2018-03-03 00:34:51,"Governor Message #14 Gun Control

https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/PEWzOv9B ",1,0
667,2018-03-03 00:33:32,"Governor Message #14 Gun Control

https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/1zaEQeqZH ",0,0
668,2018-03-03 00:28:19,"Governor Message #14 Gun Control
https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/VFUu6hHQ ",0,0
669,2018-03-03 00:28:19,"Governor Message #14 Gun Control
https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/955Hcd7W6 ",0,0
670,2018-03-03 00:28:18,"Governor Message #14 Gun Control
https://www.facebook.com/joe.schreibvogel/videos/1552410074870480/ … https://fb.me/8VLObXxNC ",0,0
671,2018-03-02 22:43:19,"Don't forget it's tomorrow night at 7pm sharp.
Notice: There will be armed officers there so your name must be on the RSVP list and you will go through a security check before entering the building. So please put your name on the list. 405.665.5197pic.twitter.com/IiIGc6Tbz9",5,1
672,2018-03-02 14:49:57,Thank you Sir. I am trying my best to so you I can find simple non tax ways to fix thingshttps://twitter.com/DixonDoogie/status/969474469382230017 …,1,0
673,2018-03-01 23:50:01,"Here is one of our problems.
Garvin Country has 8 superintendents $ 768,353.00 to take care of 5458 students and you wonder where your teacher pay is going? This has got to be fixed Oklahoma County has 1 Superintendent has 46,000 students for $285,000.00
Now let's talk about this",30,8
674,2018-03-01 20:33:58,Thank youhttps://twitter.com/itsmobitchh/status/969307881626587137 …,2,0
675,2018-03-01 18:39:31,Russia vs Trump on the mussel of Cold War. I feel sorry for kids got to grow up in 20 years if they even have that long if we don't change things.,5,0
676,2018-03-01 15:10:26,"If you have not registered to vote as a Libertarian send me a message and I will get you what you need along with free papers and all you need.
They are already trying to change SQ788 so let's get this donepic.twitter.com/xMHckQks4o",9,3
677,2018-03-01 01:45:07,The protection of individual rights is the only proper purpose of government. #IndividualRightspic.twitter.com/V9fzYQvlNq,3,1
678,2018-03-01 04:11:16,"Today they fight over who is going to lead the prayer of the day at the capitol,  fight over where the hell are money is going.....",13,4
679,2018-02-28 23:35:17,So now teachers are barricading in school rooms threatening Suicide? Now let's give them all guns. WTF,10,1
680,2018-02-27 23:35:56,Ran into the man himself today! @joe_exoticpic.twitter.com/CCFjSSh6AQ,22,1
681,2018-02-27 09:28:54,Yes just DM your rsvphttps://twitter.com/mdsbry/status/968330120908935170 …,3,1
682,2018-02-27 03:40:32,Arrested for week pot plants and this is all Garvin County can do while meth runs ramped #fixthisshit #votejoeexotichttp://via.kfor.com/pzOgj ,18,1
683,2018-02-27 03:38:41,Yephttps://twitter.com/nedhorsecheese/status/968316112365596673 …,1,0
684,2018-02-27 02:31:55,How about every stupid law they waste time on tax payers money that does not pass the one sponsored it has to pay back time wasted? #fixthis,6,3
685,2018-02-26 21:29:29,"Do you really want someone like this to become Governor, Sorry guys if she wins your penis is no longer yours,https://www.theguardian.com/commentisfree/cifamerica/2012/feb/09/spilled-semen-amendment-oklahoma-personhood-bill …",2,1
686,2018-02-26 18:25:59,"You want your freedom back and a voice on which laws are passed, #votejoeexotic for Oklahoma Governor and you will be included in decisions",11,3
687,2018-02-25 22:24:14,"We will do this, everyone just have to register as a Libertarian and get me past the primaries and vote June 26https://twitter.com/allendanger/status/967885555328602113 …",2,3
688,2018-02-25 22:08:46,"I support this thought of a walk out, if this is what it takes to get the politicians off their asses and find all this missing money or misplaced money to better education, go for it. #votejoeexotic 2018 #fixthisshithttp://www.tulsaworld.com/news/education/teacher-walkouts-in-oklahoma-public-schools-under-consideration/article_643d2297-d01c-5d60-9b5a-a0850d0105d0.html …",2,2
689,2018-02-25 22:05:38,You know you want to come see this shit at the Mansion in 2019 so #votejoeexotic on June 26th 2018pic.twitter.com/qXe8rDuRHT,16,3
690,2018-02-25 18:49:28,"They think by putting medical marijuana on the June ballot will fail due to low voter turn out, Let's show them they are wronghttp://www.tulsaworld.com/news/government/fear-of-recreational-marijuana-legalization-apparently-prompts-move-to-curb/article_d93b8fdf-9d5d-564d-930e-2bb3e481c051.html …",11,4
691,2018-02-25 04:20:20,Remember it's next Saturday so DM me for reservations it's free and going to be so funhttps://twitter.com/kelsi_dylana/status/967612108786536448 …,4,1
692,2018-02-25 01:33:25,"Keeping the open name, sorry https://twitter.com/suzziees3/status/967571504711000065 …",13,1
693,2018-02-25 00:13:02,I love this kid. They are the futurepic.twitter.com/WLh8Pg0ihe,3,1
694,2018-02-24 23:49:41,"Alcohol killed my brother with a drunk driver, they have not changed anything sincehttps://twitter.com/ItsKayBee/status/967545556233895936 …",4,1
695,2018-02-24 22:52:57,"So Delta Airlines is stopping all NRA discounts to fly, but they get Corporate Tax cuts from the Government. Do you think they should stay out of politics and choosing sides?https://seekingalpha.com/article/4132489-corporate-tax-cuts-will-help-delta-ways-one …",7,1
696,2018-02-24 20:09:00,"I am pro 2nd amendment and you have a right to bear arms, but I am not a member of the NRA as I don't think lobbyist and special interest groups have a place in your constitutional rights just to make money and buy politicians. You're rights are you're rights plain and simple",43,5
697,2018-02-24 02:15:18,I will find ithttps://twitter.com/mlstuderus/status/967175705657331712 …,4,1
698,2018-02-23 18:49:00,Thank you sirhttps://twitter.com/SAEED_Guide/status/967106296896983040 …,3,1
699,2018-02-23 18:27:51,Together we can make Oklahoma a better place for everyone,20,2
700,2018-02-22 04:43:50,I don't have 300 million to fight for this job but we don't need it to get this election done. It's time to #standup https://twitter.com/ExPostHuman/status/966532444487847936 …,4,1
701,2018-02-22 04:40:00,#votejoeexotic and I will make sure we quit misappropriating 30 million at a time and get this donehttps://twitter.com/lpstinchcomb/status/966514393902145536 …,1,0
702,2018-02-22 04:37:19,Let's work on giving you a Governor that is going to hold them all accountablehttps://twitter.com/scissortail405/status/966527790718902275 …,2,0
703,2018-02-22 04:36:21,But we can if we vote smart in 2018 and get people in there that can make sure our money is spent right https://twitter.com/ExPostHuman/status/966529790512640007 …,7,0
704,2018-02-22 03:21:43,Can we afford to protect our schools in Oklahoma? We can't afford to even pay our teachers,56,7
705,2018-02-22 03:03:54,CNN town meeting is showing the world our politicians are not here to represent the people #standup and kick the politicians taking $ out,4,0
706,2018-02-22 01:49:46,Thank you https://twitter.com/CVaughnHetzel/status/966490031828488200 …,0,0
707,2018-02-19 02:48:25,Is this cute or whatpic.twitter.com/tt2sKvjgEB,32,2
708,2018-02-19 00:41:06,I am gonna be kinda scarce for a few days so If ya don't see me much I will be back on Social Media very soon,3,3
709,2018-02-19 00:16:11,"Thank you, let's win this so everyone will be able to experience this anytime https://twitter.com/L0V3NICHOLEE/status/965376018474291201 …",2,2
710,2018-02-18 21:25:48,I expected more out of you then to lead the corruption in the Animal Welfare Division like you are allowing. Here go take a look and pull you're head out of ya ass. https://www.facebook.com/joejschreibvogel/posts/916842881817849 … you're inspectors are on the take.....https://twitter.com/SecretarySonny/status/965250232438198272 …,0,0
711,2018-02-18 20:17:45,"The next time your inspector writes you up for tree limbs over your cages, rusty wire, algea, or shade... https://fb.me/84RQ4Hi2b ",0,0
712,2018-02-18 20:17:42,"The next time your inspector writes you up for tree limbs over your cages, rusty wire, algea, or shade... https://fb.me/7GT8FNguW ",0,0
713,2018-02-18 20:17:41,"The next time your inspector writes you up for tree limbs over your cages, rusty wire, algea, or shade... https://fb.me/4a3raeJQS ",2,1
714,2018-02-18 16:00:52,"Starting to get a meet and greet tour scheduled, If you own a business or work somewhere in Oklahoma that the owner would like to set up a promotion day to have me come meet your people in your town at their business DM me the contact pleasepic.twitter.com/Q6KNwXQAHn",10,2
715,2018-02-17 23:55:27,Are we shocked the FBI dropped the ball on the Florida Shooter? They are to worried about emails and Russia to worry about some sick as punk turning into a mass killer here at home,7,1
716,2018-02-17 18:55:37,There everywhere!!,1,1
717,2018-02-17 18:24:36,God save me from stupid people. Its going to be a long day,30,9
718,2018-02-17 04:30:36,Joe exotic is with the shits high keyhttps://twitter.com/joe_exotic/status/963570355985100801 …,19,2
719,2018-02-16 21:59:11,Thinking about visiting future gov @joe_exotic this weekend,2,1
720,2018-02-16 04:37:47,1st to shove it up Mark zuckerberg's asshttps://twitter.com/DixonDoogie/status/964353859249356800 …,13,3
721,2018-02-16 03:05:19,They don't even take the complaints serious. We got to insist they do by at least 1 officer by 10k population per city or county to starthttps://twitter.com/537H/status/964332992612184064 …,1,0
722,2018-02-16 02:50:20,Vote yes SQ788 and stop the opioid crisispic.twitter.com/ukQdOxKaJB,5,1
723,2018-02-16 02:49:08,"He'll ya, great campaign nightpic.twitter.com/cJGfklyAK1",3,2
724,2018-02-16 02:47:28,There is not enough room to properly address anything if you give me your questions I will address each one and photo ithttps://twitter.com/537H/status/964320140451041281 …,3,1
725,2018-02-15 21:50:05,Who is going to Bison witches tonight to party with me?,2,4
726,2018-02-15 14:49:38,Just Curious or any better ideas?,2,0
727,2018-02-15 05:44:22,Blame the internet. He got those images and ideas there. Shit they even sell shirts. Internet will destroy the human race.pic.twitter.com/ygBedOUupp,6,1
728,2018-02-15 03:29:28,Just curious as a Candidate that's cares about what you think. What can be done to prevent what happened in Florida if anything ?,6,0
729,2018-02-14 23:02:57,"Happy Valentines Day you two, and many more for ya, love to you both https://twitter.com/almackattack/status/963903562228039687 …",3,1
730,2018-02-14 21:30:52,Prayers to Florida school victims,15,4
731,2018-02-14 20:13:38,"A Valentines Wedding day at the zoo.
https://www.facebook.com/joejschreibvogel/videos/914251655410305/ …",0,0
